 | 20:11:57 | XXXXXXXXXXXXXXXXXXXX | PCCMPFSLUMP862   | P46V101      | 0000 | 0001 | 53 File not found
25/04/2018 | 20:43:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:43:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:43:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:43:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:43:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:43:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:43:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:43:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921215/test01//0
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 20:43:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 20:43:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | *****Usuário logado***** test01
25/04/2018 | 20:43:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | 2/2//921215/test01//0
25/04/2018 | 20:43:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:43:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:43:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:43:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:43:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:12 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:44:12 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:44:12 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:44:12 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:24 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:44:24 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:44:24 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:24 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:44:24 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:44:25 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:44:25 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:44:25 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:44:25 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:44:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:44:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:44:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:44:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:44:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:44:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:44:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:44:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:44:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921215/test01//0
25/04/2018 | 20:44:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 20:44:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 20:44:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 20:44:30 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 20:44:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | *****Usuário logado***** test01
25/04/2018 | 20:44:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | 2/2//921215/test01//0
25/04/2018 | 20:44:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:44:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:44:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:44:32 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:44:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:44:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:44:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:54 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:44:54 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:44:54 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:54 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:44:54 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:44:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:44:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:44:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:44:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:44:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:44:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921215/test01//0
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 20:44:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 20:44:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | *****Usuário logado***** test01
25/04/2018 | 20:44:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | 2/2//921215/test01//0
25/04/2018 | 20:44:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:44:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:44:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:44:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:44:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:48:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:48:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:48:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:48:34 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:48:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:48:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:48:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:48:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:48:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:48:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:48:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:48:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:48:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:48:43 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:48:43 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:48:43 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:48:43 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:48:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:48:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:48:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:48:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:48:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:48:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:48:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:48:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:48:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:48:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:48:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:48:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:48:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:48:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:48:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:48:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921215/test01//0
25/04/2018 | 20:48:55 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:48:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 20:48:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 20:48:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 20:48:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 20:48:58 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | *****Usuário logado***** test01
25/04/2018 | 20:48:58 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | 2/2//921215/test01//0
25/04/2018 | 20:48:58 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:48:58 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:48:58 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:48:58 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:48:58 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:49:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:49:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:49:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:49:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921215/test01//0
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | *****Usuário logado***** test01
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | 2/2//921215/test01//0
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0013 | *****Usuário logado***** test01
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0014 | 2/2//921215/test01//0
25/04/2018 | 20:49:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0015 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:49:08 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0016 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:49:08 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0017 | *****Usuário logado***** test01
25/04/2018 | 20:49:08 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0018 | 2/2//921215/test01//0
25/04/2018 | 20:49:08 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0019 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:49:16 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:49:16 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:49:16 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921215/test01//0
25/04/2018 | 20:49:16 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921215/CodUserMsp=/prior_multi=0/syasportal.DBO.
