 | 20:11:57 | XXXXXXXXXXXXXXXXXXXX | PCCMPFSLUMP862   | P46V101      | 0000 | 0001 | 53 File not found
25/04/2018 | 20:50:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:50:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:50:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:50:20 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:40 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:50:40 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:50:40 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:50:40 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:40 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:50:40 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:50:40 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:40 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:50:42 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:43 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:50:43 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:50:43 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:43 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:50:43 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:50:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:50:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:50:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:50:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:50:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:50:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:50 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:50:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:50:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:50:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:50:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:50:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:50:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:50:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 20:50:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:51 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 20:50:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 20:50:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 20:50:52 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 20:50:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:50:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:50:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:50:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:50:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:50:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:50:53 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:50:54 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:51:02 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:51:02 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:51:02 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:51:02 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 20:51:03 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 20:51:24 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | *****Usuário logado***** test01
25/04/2018 | 20:51:24 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | 2/2//921007/test01//0
25/04/2018 | 20:51:24 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:51:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:51:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:51:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:51:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:52:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:52:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:52:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:52:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:52:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:07 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:52:08 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | FGE0017 - Código corretor informado (0870901) não permitido para este usuário(test01 - Corr:0921007)
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:10 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:52:11 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:52:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:52:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:52:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:52:21 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:52:22 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 20:52:23 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 20:52:23 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 20:52:23 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 20:52:23 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0013 | mfCarregarDePara -> Será fechado SQL Source= EXEC dbo.proc_Buscar_De_Para 113,30,1166,NULL,NULL,NULL
25/04/2018 | 20:52:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:52:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:52:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:52:29 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:58:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:58:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:58:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:58:27 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:58:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:58:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:58:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:58:56 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:58:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | *****Usuário logado***** test01
25/04/2018 | 20:58:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | 2/2//921007/test01//0
25/04/2018 | 20:58:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:58:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | Trace - GFSalvar - Processou mfNormalizaPedido.
25/04/2018 | 20:58:57 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Trace - mfSalvarPedido - Processou GFSalvar.
25/04/2018 | 20:58:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:58:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:58:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
25/04/2018 | 20:58:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0004 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:58:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0005 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:58:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0006 | *****Usuário logado***** test01
25/04/2018 | 20:58:59 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0007 | 2/2//921007/test01//0
25/04/2018 | 20:59:00 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0008 | TipoUsuario=2/TipoAcesso=2/Corretor=921007/CodUserMsp=/prior_multi=0/syasportal.DBO.
25/04/2018 | 20:59:00 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0009 | Quantidade de normas : 0
25/04/2018 | 20:59:00 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0010 | VerNormas:True
25/04/2018 | 20:59:00 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0011 | VerNormas
25/04/2018 | 20:59:00 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0012 | Simony2 Item: 1 Total sinistro 0
25/04/2018 | 20:59:00 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0013 | mfCarregarDePara -> Será fechado SQL Source= EXEC dbo.proc_Buscar_De_Para 113,30,1166,NULL,NULL,NULL
25/04/2018 | 20:59:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0001 | Tag DynaTrace: FW1;-1;-1;-1;-1;-1;-1;-1 | KeyDynaTrace 0
25/04/2018 | 20:59:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0002 | *****Usuário logado***** test01
25/04/2018 | 20:59:28 | test01               | PCCMPFSLUMP862   | D46O003_1080 | 0000 | 0003 | 2/2//921007/test01//0
